state,city,variable,year,value
MD,Aberdeen,Total Cost of TCA,2020,151305070.0
MD,Aberdeen,Total Cost of TCA,2021,155435517.0
MD,Aberdeen,Total Cost of TCA,2022,159958183.0
MD,Aberdeen,Total Cost of TCA,2023,166949460.0
MD,Aberdeen,Total Cost of TCA,2024,174417236.0
MD,Aberdeen,Net Financial Position,2009,-10925000.0
MD,Aberdeen,Net Financial Position,2010,-12179000.0
MD,Aberdeen,Net Financial Position,2011,-15126000.0
MD,Aberdeen,Net Financial Position,2012,-13690000.0
MD,Aberdeen,Net Financial Position,2013,-11489000.0
MD,Aberdeen,Net Financial Position,2014,-11003321.0
MD,Aberdeen,Net Financial Position,2015,-10192000.0
MD,Aberdeen,Net Financial Position,2016,-7581000.0
MD,Aberdeen,Net Financial Position,2017,-5187000.0
MD,Aberdeen,Net Financial Position,2018,-3002000.0
MD,Aberdeen,Net Financial Position,2019,-1020000.0
MD,Aberdeen,Net Financial Position,2020,-693000.0
MD,Aberdeen,Net Financial Position,2021,8731000.0
MD,Aberdeen,Net Financial Position,2022,20977000.0
MD,Aberdeen,Net Financial Position,2023,24492000.0
MD,Aberdeen,Net Financial Position,2024,36429000.0
MD,Aberdeen,Financial Assets-to-Liabilities,2009,0.4880985849
MD,Aberdeen,Financial Assets-to-Liabilities,2010,0.458903501
MD,Aberdeen,Financial Assets-to-Liabilities,2011,0.4178501328
MD,Aberdeen,Financial Assets-to-Liabilities,2012,0.5546519193
MD,Aberdeen,Financial Assets-to-Liabilities,2013,0.6411705915
MD,Aberdeen,Financial Assets-to-Liabilities,2014,0.6440934547
MD,Aberdeen,Financial Assets-to-Liabilities,2015,0.6605834554
MD,Aberdeen,Financial Assets-to-Liabilities,2016,0.7286200107
MD,Aberdeen,Financial Assets-to-Liabilities,2017,0.8178977672
MD,Aberdeen,Financial Assets-to-Liabilities,2018,0.8863051053
MD,Aberdeen,Financial Assets-to-Liabilities,2019,0.9596135572
MD,Aberdeen,Financial Assets-to-Liabilities,2020,0.9695919263
MD,Aberdeen,Financial Assets-to-Liabilities,2021,1.448203285
MD,Aberdeen,Financial Assets-to-Liabilities,2022,1.824146466
MD,Aberdeen,Financial Assets-to-Liabilities,2023,1.853855808
MD,Aberdeen,Financial Assets-to-Liabilities,2024,2.5095098
MD,Aberdeen,Assets-to-Liabilities,2009,2.788164183
MD,Aberdeen,Assets-to-Liabilities,2010,2.756930869
MD,Aberdeen,Assets-to-Liabilities,2011,2.823730901
MD,Aberdeen,Assets-to-Liabilities,2012,2.917371503
MD,Aberdeen,Assets-to-Liabilities,2013,3.019051783
MD,Aberdeen,Assets-to-Liabilities,2014,3.225577843
MD,Aberdeen,Assets-to-Liabilities,2015,3.418975623
MD,Aberdeen,Assets-to-Liabilities,2016,3.706747807
MD,Aberdeen,Assets-to-Liabilities,2017,3.81526471
MD,Aberdeen,Assets-to-Liabilities,2018,4.099378882
MD,Aberdeen,Assets-to-Liabilities,2019,4.396381058
MD,Aberdeen,Assets-to-Liabilities,2020,4.901711277
MD,Aberdeen,Assets-to-Liabilities,2021,6.052104723
MD,Aberdeen,Assets-to-Liabilities,2022,5.360782619
MD,Aberdeen,Assets-to-Liabilities,2023,5.143390043
MD,Aberdeen,Assets-to-Liabilities,2024,6.553515933
MD,Aberdeen,Net Debt-to-Total Revenues,2009,0.5475092713
MD,Aberdeen,Net Debt-to-Total Revenues,2010,0.5984178459
MD,Aberdeen,Net Debt-to-Total Revenues,2011,0.5632051234
MD,Aberdeen,Net Debt-to-Total Revenues,2012,0.4447259851
MD,Aberdeen,Net Debt-to-Total Revenues,2013,0.4518425296
MD,Aberdeen,Net Debt-to-Total Revenues,2014,0.4292471327
MD,Aberdeen,Net Debt-to-Total Revenues,2015,0.3960057505
MD,Aberdeen,Net Debt-to-Total Revenues,2016,0.305919858
MD,Aberdeen,Net Debt-to-Total Revenues,2017,0.1867439516
MD,Aberdeen,Net Debt-to-Total Revenues,2018,0.1163971928
MD,Aberdeen,Net Debt-to-Total Revenues,2019,0.03691372322
MD,Aberdeen,Net Debt-to-Total Revenues,2020,0.02461899179
MD,Aberdeen,Net Debt-to-Total Revenues,2021,0.0
MD,Aberdeen,Net Debt-to-Total Revenues,2022,0.0
MD,Aberdeen,Net Debt-to-Total Revenues,2023,0.0
MD,Aberdeen,Net Debt-to-Total Revenues,2024,0.0
MD,Aberdeen,Interest-to-Total Revenues,2009,0.0170893054
MD,Aberdeen,Interest-to-Total Revenues,2010,0.01591981132
MD,Aberdeen,Interest-to-Total Revenues,2011,0.01120750642
MD,Aberdeen,Interest-to-Total Revenues,2012,0.008283793003
MD,Aberdeen,Interest-to-Total Revenues,2013,0.005505958233
MD,Aberdeen,Interest-to-Total Revenues,2014,0.005149410939
MD,Aberdeen,Interest-to-Total Revenues,2015,0.004813109531
MD,Aberdeen,Interest-to-Total Revenues,2016,0.005739679593
MD,Aberdeen,Interest-to-Total Revenues,2017,0.003332445276
MD,Aberdeen,Interest-to-Total Revenues,2018,0.003880151991
MD,Aberdeen,Interest-to-Total Revenues,2019,0.004681347713
MD,Aberdeen,Interest-to-Total Revenues,2020,0.004092720878
MD,Aberdeen,Interest-to-Total Revenues,2021,0.002764324044
MD,Aberdeen,Interest-to-Total Revenues,2022,0.001879660662
MD,Aberdeen,Interest-to-Total Revenues,2023,0.001509672982
MD,Aberdeen,Interest-to-Total Revenues,2024,0.001333836724
MD,Aberdeen,Net Book-to-Cost of TCA,2009,0.5737638485
MD,Aberdeen,Net Book-to-Cost of TCA,2010,0.5764258692
MD,Aberdeen,Net Book-to-Cost of TCA,2011,0.6110318839
MD,Aberdeen,Net Book-to-Cost of TCA,2012,0.6333070983
MD,Aberdeen,Net Book-to-Cost of TCA,2013,0.6329519236
MD,Aberdeen,Net Book-to-Cost of TCA,2014,0.6321374564
MD,Aberdeen,Net Book-to-Cost of TCA,2015,0.6256234921
MD,Aberdeen,Net Book-to-Cost of TCA,2016,0.6123981298
MD,Aberdeen,Net Book-to-Cost of TCA,2017,0.6017470355
MD,Aberdeen,Net Book-to-Cost of TCA,2018,0.5896722199
MD,Aberdeen,Net Book-to-Cost of TCA,2019,0.5773859093
MD,Aberdeen,Net Book-to-Cost of TCA,2020,0.572472555
MD,Aberdeen,Net Book-to-Cost of TCA,2021,0.559942809
MD,Aberdeen,Net Book-to-Cost of TCA,2022,0.5491685286
MD,Aberdeen,Net Book-to-Cost of TCA,2023,0.5451290468
MD,Aberdeen,Net Book-to-Cost of TCA,2024,0.5427330588
MD,Aberdeen,Govt Transfers-to-Total Revenues,2009,0.1626240353
MD,Aberdeen,Govt Transfers-to-Total Revenues,2010,0.1335986635
MD,Aberdeen,Govt Transfers-to-Total Revenues,2011,0.2454853483
MD,Aberdeen,Govt Transfers-to-Total Revenues,2012,0.3554884189
MD,Aberdeen,Govt Transfers-to-Total Revenues,2013,0.1882644433
MD,Aberdeen,Govt Transfers-to-Total Revenues,2014,0.1658344386
MD,Aberdeen,Govt Transfers-to-Total Revenues,2015,0.1235963788
MD,Aberdeen,Govt Transfers-to-Total Revenues,2016,0.149993947
MD,Aberdeen,Govt Transfers-to-Total Revenues,2017,0.1493375576
MD,Aberdeen,Govt Transfers-to-Total Revenues,2018,0.1526113761
MD,Aberdeen,Govt Transfers-to-Total Revenues,2019,0.136074117
MD,Aberdeen,Govt Transfers-to-Total Revenues,2020,0.1459021635
MD,Aberdeen,Govt Transfers-to-Total Revenues,2021,0.1593964572
MD,Aberdeen,Govt Transfers-to-Total Revenues,2022,0.1979733976
MD,Aberdeen,Govt Transfers-to-Total Revenues,2023,0.2411796738
MD,Aberdeen,Govt Transfers-to-Total Revenues,2024,0.2062938616
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2009,-10925.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2010,-12179.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2011,-15126.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2012,-13690.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2013,-11489.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2014,-11003.321
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2015,-10192.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2016,-7581.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2017,-5187.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2018,-3002.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2019,-1020.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2020,-693.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2021,8731.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2022,20977.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2023,24492.0
MD,Aberdeen,[HIDDEN] Net Financial Position rounded to $1000 for chart,2024,36429.0
MI,Detroit,Current Assets,2009,3422035.0
MI,Detroit,Current Assets,2010,3344819.0
MI,Detroit,Current Assets,2011,3177594.0
MI,Detroit,Current Assets,2012,3469288.0
MI,Detroit,Current Assets,2013,3097625.0
MI,Detroit,Current Assets,2014,3312585.0
MI,Detroit,Current Assets,2015,2706674.0
MI,Detroit,Current Assets,2016,2610421.0
MI,Detroit,Current Assets,2017,2762111.0
MI,Detroit,Current Assets,2018,1345349.0
MI,Detroit,Current Assets,2019,3069095.0
MI,Detroit,Current Assets,2020,3171473.0
MI,Detroit,Current Assets,2021,3982748.0
MI,Detroit,Current Assets,2022,4419520.0
MI,Detroit,Current Assets,2023,4597963.0
MI,Detroit,Current Assets,2024,4325871.0
MI,Detroit,Capital Assets,2009,6977442.0
MI,Detroit,Capital Assets,2010,7026892.0
MI,Detroit,Capital Assets,2011,6852519.0
MI,Detroit,Capital Assets,2012,6841909.0
MI,Detroit,Capital Assets,2013,6712782.0
MI,Detroit,Capital Assets,2014,6617586.0
MI,Detroit,Capital Assets,2015,6613405.0
MI,Detroit,Capital Assets,2016,2832400.0
MI,Detroit,Capital Assets,2017,2852881.0
MI,Detroit,Capital Assets,2018,1430621.0
MI,Detroit,Capital Assets,2019,2920127.0
MI,Detroit,Capital Assets,2020,2897634.0
MI,Detroit,Capital Assets,2021,2933600.0
MI,Detroit,Capital Assets,2022,2959632.0
MI,Detroit,Capital Assets,2023,3047636.0
MI,Detroit,Capital Assets,2024,3206380.0
MI,Detroit,Total Assets,2009,10399477.0
MI,Detroit,Total Assets,2010,10371711.0
MI,Detroit,Total Assets,2011,10030113.0
MI,Detroit,Total Assets,2012,10311197.0
MI,Detroit,Total Assets,2013,9810407.0
MI,Detroit,Total Assets,2014,9930171.0
MI,Detroit,Total Assets,2015,9320079.0
MI,Detroit,Total Assets,2016,5442821.0
MI,Detroit,Total Assets,2017,5614992.0
MI,Detroit,Total Assets,2018,2775970.0
MI,Detroit,Total Assets,2019,5989222.0
MI,Detroit,Total Assets,2020,6069107.0
MI,Detroit,Total Assets,2021,6916348.0
MI,Detroit,Total Assets,2022,7379152.0
MI,Detroit,Total Assets,2023,7645599.0
MI,Detroit,Total Assets,2024,7532251.0
MI,Detroit,Deferred outflows,2011,100134.0
MI,Detroit,Deferred outflows,2012,251974.0
MI,Detroit,Deferred outflows,2014,346369.0
MI,Detroit,Deferred outflows,2015,845111.0
MI,Detroit,Deferred outflows,2016,130065.0
MI,Detroit,Deferred outflows,2017,290275.0
MI,Detroit,Deferred outflows,2018,145377.0
MI,Detroit,Deferred outflows,2019,120399.0
MI,Detroit,Deferred outflows,2020,199713.0
MI,Detroit,Deferred outflows,2021,363531.0
MI,Detroit,Deferred outflows,2022,113944.0
MI,Detroit,Deferred outflows,2023,159053.0
MI,Detroit,Deferred outflows,2024,316613.0
MI,Detroit,Liabilities,2009,9499394.0
MI,Detroit,Liabilities,2010,10106596.0
MI,Detroit,Liabilities,2011,10059121.0
MI,Detroit,Liabilities,2012,10683171.0
MI,Detroit,Liabilities,2013,10488585.0
MI,Detroit,Liabilities,2014,10036112.0
MI,Detroit,Liabilities,2015,11724998.0
MI,Detroit,Liabilities,2016,4434552.0
MI,Detroit,Liabilities,2017,5086456.0
MI,Detroit,Liabilities,2018,4888972.0
MI,Detroit,Liabilities,2019,5100018.0
MI,Detroit,Liabilities,2020,5377048.0
MI,Detroit,Liabilities,2021,6418275.0
MI,Detroit,Liabilities,2022,6229907.0
MI,Detroit,Liabilities,2023,6073507.0
MI,Detroit,Liabilities,2024,5868531.0
MI,Detroit,Deferred inflows,2014,52034.0
MI,Detroit,Deferred inflows,2015,515049.0
MI,Detroit,Deferred inflows,2016,143792.0
MI,Detroit,Deferred inflows,2017,6737.0
MI,Detroit,Deferred inflows,2018,16368.0
MI,Detroit,Deferred inflows,2019,39379.0
MI,Detroit,Deferred inflows,2020,47834.0
MI,Detroit,Deferred inflows,2021,47146.0
MI,Detroit,Deferred inflows,2022,425198.0
MI,Detroit,Deferred inflows,2023,90718.0
MI,Detroit,Deferred inflows,2024,105108.0
MI,Detroit,Total liabilities,2009,9499394.0
MI,Detroit,Total liabilities,2010,10106596.0
MI,Detroit,Total liabilities,2011,10059121.0
MI,Detroit,Total liabilities,2012,10683171.0
MI,Detroit,Total liabilities,2013,10488585.0
MI,Detroit,Total liabilities,2014,10088146.0
MI,Detroit,Total liabilities,2015,12240047.0
MI,Detroit,Total liabilities,2016,4578344.0
MI,Detroit,Total liabilities,2017,5093193.0
MI,Detroit,Total liabilities,2018,4905340.0
MI,Detroit,Total liabilities,2019,5139397.0
MI,Detroit,Total liabilities,2020,5424882.0
MI,Detroit,Total liabilities,2021,6465421.0
MI,Detroit,Total liabilities,2022,6655105.0
MI,Detroit,Total liabilities,2023,6164225.0
MI,Detroit,Total liabilities,2024,5973639.0
MI,Detroit,Net position,2009,900083.0
MI,Detroit,Net position,2010,265115.0
MI,Detroit,Net position,2011,71126.0
MI,Detroit,Net position,2012,-120000.0
MI,Detroit,Net position,2013,-678178.0
MI,Detroit,Net position,2014,188394.0
MI,Detroit,Net position,2015,-2074857.0
MI,Detroit,Net position,2016,994542.0
MI,Detroit,Net position,2017,812074.0
MI,Detroit,Net position,2018,-1983993.0
MI,Detroit,Net position,2019,970224.0
MI,Detroit,Net position,2020,843938.0
MI,Detroit,Net position,2021,814458.0
MI,Detroit,Net position,2022,837991.0
MI,Detroit,Net position,2023,1640427.0
MI,Detroit,Net position,2024,1875225.0
MI,Detroit,Total Revenues,2009,2581910.0
MI,Detroit,Total Revenues,2010,2420736.0
MI,Detroit,Total Revenues,2011,2472722.0
MI,Detroit,Total Revenues,2012,2302212.0
MI,Detroit,Total Revenues,2013,2168454.0
MI,Detroit,Total Revenues,2014,2335855.0
MI,Detroit,Total Revenues,2015,2344520.0
MI,Detroit,Total Revenues,2016,2106558.0
MI,Detroit,Total Revenues,2017,1916192.0
MI,Detroit,Total Revenues,2018,1880939.0
MI,Detroit,Total Revenues,2019,2132331.0
MI,Detroit,Total Revenues,2020,2137835.0
MI,Detroit,Total Revenues,2021,2280130.0
MI,Detroit,Total Revenues,2022,2406118.0
MI,Detroit,Total Revenues,2023,2788250.0
MI,Detroit,Total Revenues,2024,2801332.0
MI,Detroit,Operating Grants & Conributions,2009,385337.0
MI,Detroit,Operating Grants & Conributions,2010,431691.0
MI,Detroit,Operating Grants & Conributions,2011,448283.0
MI,Detroit,Operating Grants & Conributions,2012,403867.0
MI,Detroit,Operating Grants & Conributions,2013,281613.0
MI,Detroit,Operating Grants & Conributions,2014,238386.0
MI,Detroit,Operating Grants & Conributions,2015,212570.0
MI,Detroit,Operating Grants & Conributions,2016,225724.0
MI,Detroit,Operating Grants & Conributions,2017,239607.0
MI,Detroit,Operating Grants & Conributions,2018,234655.0
MI,Detroit,Operating Grants & Conributions,2019,249720.0
MI,Detroit,Operating Grants & Conributions,2020,345717.0
MI,Detroit,Operating Grants & Conributions,2021,385881.0
MI,Detroit,Operating Grants & Conributions,2022,373777.0
MI,Detroit,Operating Grants & Conributions,2023,433198.0
MI,Detroit,Operating Grants & Conributions,2024,494900.0
MI,Detroit,Capital Grants & Contributions,2009,69155.0
MI,Detroit,Capital Grants & Contributions,2010,76252.0
MI,Detroit,Capital Grants & Contributions,2011,74133.0
MI,Detroit,Capital Grants & Contributions,2012,54861.0
MI,Detroit,Capital Grants & Contributions,2013,31596.0
MI,Detroit,Capital Grants & Contributions,2014,40536.0
MI,Detroit,Capital Grants & Contributions,2015,42039.0
MI,Detroit,Capital Grants & Contributions,2016,27418.0
MI,Detroit,Capital Grants & Contributions,2017,7972.0
MI,Detroit,Capital Grants & Contributions,2018,17329.0
MI,Detroit,Capital Grants & Contributions,2019,25513.0
MI,Detroit,Capital Grants & Contributions,2020,34526.0
MI,Detroit,Capital Grants & Contributions,2021,4688.0
MI,Detroit,Capital Grants & Contributions,2022,20777.0
MI,Detroit,Capital Grants & Contributions,2023,62429.0
MI,Detroit,Capital Grants & Contributions,2024,168983.0
MI,Detroit,Total Government Transfers,2009,454492.0
MI,Detroit,Total Government Transfers,2010,507943.0
MI,Detroit,Total Government Transfers,2011,522416.0
MI,Detroit,Total Government Transfers,2012,458728.0
MI,Detroit,Total Government Transfers,2013,313209.0
MI,Detroit,Total Government Transfers,2014,278922.0
MI,Detroit,Total Government Transfers,2015,254609.0
MI,Detroit,Total Government Transfers,2016,253142.0
MI,Detroit,Total Government Transfers,2017,247579.0
MI,Detroit,Total Government Transfers,2018,251984.0
MI,Detroit,Total Government Transfers,2019,275233.0
MI,Detroit,Total Government Transfers,2020,380243.0
MI,Detroit,Total Government Transfers,2021,390569.0
MI,Detroit,Total Government Transfers,2022,394554.0
MI,Detroit,Total Government Transfers,2023,495627.0
MI,Detroit,Total Government Transfers,2024,663883.0
MI,Detroit,Interest Charges,2009,126345.0
MI,Detroit,Interest Charges,2010,129459.0
MI,Detroit,Interest Charges,2011,132827.0
MI,Detroit,Interest Charges,2012,129098.0
MI,Detroit,Interest Charges,2013,133545.0
MI,Detroit,Interest Charges,2014,135131.0
MI,Detroit,Interest Charges,2015,95777.0
MI,Detroit,Interest Charges,2016,78301.0
MI,Detroit,Interest Charges,2017,91611.0
MI,Detroit,Interest Charges,2018,62525.0
MI,Detroit,Interest Charges,2019,34021.0
MI,Detroit,Interest Charges,2020,63639.0
MI,Detroit,Interest Charges,2021,73957.0
MI,Detroit,Interest Charges,2022,69287.0
MI,Detroit,Interest Charges,2023,67048.0
MI,Detroit,Interest Charges,2024,71393.0
MI,Detroit,Net Book TCA,2009,6977442.0
MI,Detroit,Net Book TCA,2010,7026892.0
MI,Detroit,Net Book TCA,2011,6852518.0
MI,Detroit,Net Book TCA,2012,6841909.0
MI,Detroit,Net Book TCA,2013,6712782.0
MI,Detroit,Net Book TCA,2014,6617586.0
MI,Detroit,Net Book TCA,2015,6613405.0
MI,Detroit,Net Book TCA,2016,2832399.0
MI,Detroit,Net Book TCA,2017,2852881.0
MI,Detroit,Net Book TCA,2018,2821507.0
MI,Detroit,Net Book TCA,2019,2821246.0
MI,Detroit,Net Book TCA,2020,2897635.0
MI,Detroit,Net Book TCA,2021,2933599.0
MI,Detroit,Net Book TCA,2022,2974886.0
MI,Detroit,Net Book TCA,2023,3047638.0
MI,Detroit,Net Book TCA,2024,3206380.0
MI,Detroit,Govt assets not depreciated,2009,488053.0
MI,Detroit,Govt assets not depreciated,2010,458911.0
MI,Detroit,Govt assets not depreciated,2011,464512.0
MI,Detroit,Govt assets not depreciated,2012,464121.0
MI,Detroit,Govt assets not depreciated,2013,508969.0
MI,Detroit,Govt assets not depreciated,2014,466993.0
MI,Detroit,Govt assets not depreciated,2015,461642.0
MI,Detroit,Govt assets not depreciated,2016,421127.0
MI,Detroit,Govt assets not depreciated,2017,426409.0
MI,Detroit,Govt assets not depreciated,2018,437069.0
MI,Detroit,Govt assets not depreciated,2019,336866.0
MI,Detroit,Govt assets not depreciated,2020,381354.0
MI,Detroit,Govt assets not depreciated,2021,357951.0
MI,Detroit,Govt assets not depreciated,2022,346592.1831
MI,Detroit,Govt assets not depreciated,2023,362773.0
MI,Detroit,Govt assets not depreciated,2024,396598.0
MI,Detroit,Govt assets being depreciated,2009,994624.0
MI,Detroit,Govt assets being depreciated,2010,984863.0
MI,Detroit,Govt assets being depreciated,2011,1000054.0
MI,Detroit,Govt assets being depreciated,2012,1015880.0
MI,Detroit,Govt assets being depreciated,2013,1002848.0
MI,Detroit,Govt assets being depreciated,2014,1043679.0
MI,Detroit,Govt assets being depreciated,2015,992080.0
MI,Detroit,Govt assets being depreciated,2016,1026750.0
MI,Detroit,Govt assets being depreciated,2017,1015728.0
MI,Detroit,Govt assets being depreciated,2018,993552.0
MI,Detroit,Govt assets being depreciated,2019,2890767.0
MI,Detroit,Govt assets being depreciated,2020,1034298.0
MI,Detroit,Govt assets being depreciated,2021,1061374.0
MI,Detroit,Govt assets being depreciated,2022,1069859.804
MI,Detroit,Govt assets being depreciated,2023,1089714.0
MI,Detroit,Govt assets being depreciated,2024,1138673.0
MI,Detroit,Govt other assets,2009,14.014
MI,Detroit,Govt other assets,2010,369.0
MI,Detroit,Govt other assets,2011,9.0
MI,Detroit,Govt other assets,2012,82.0
MI,Detroit,Govt other assets,2013,1.0
MI,Detroit,Govt other assets,2014,2.0
MI,Detroit,Govt other assets,2015,1.0
MI,Detroit,Govt other assets,2016,360.0
MI,Detroit,Govt other assets,2018,1411.0
MI,Detroit,Bus assets not depreciated,2009,678022.0
MI,Detroit,Bus assets not depreciated,2010,570499.0
MI,Detroit,Bus assets not depreciated,2011,666716.0
MI,Detroit,Bus assets not depreciated,2012,578700.0
MI,Detroit,Bus assets not depreciated,2013,422474.0
MI,Detroit,Bus assets not depreciated,2014,472144.0
MI,Detroit,Bus assets not depreciated,2015,680277.0
MI,Detroit,Bus assets not depreciated,2016,199652.0
MI,Detroit,Bus assets not depreciated,2017,236708.0
MI,Detroit,Bus assets not depreciated,2018,78829.0
MI,Detroit,Bus assets not depreciated,2019,130630.0
MI,Detroit,Bus assets not depreciated,2020,185834.0
MI,Detroit,Bus assets not depreciated,2021,143848.0
MI,Detroit,Bus assets not depreciated,2022,174747.0314
MI,Detroit,Bus assets not depreciated,2023,211970.0
MI,Detroit,Bus assets not depreciated,2024,262298.0
MI,Detroit,Bus assets being depreciated,2009,4816742.0
MI,Detroit,Bus assets being depreciated,2010,5012618.0
MI,Detroit,Bus assets being depreciated,2011,4721237.0
MI,Detroit,Bus assets being depreciated,2012,4783208.0
MI,Detroit,Bus assets being depreciated,2013,4778491.0
MI,Detroit,Bus assets being depreciated,2014,4634771.0
MI,Detroit,Bus assets being depreciated,2015,4479406.0
MI,Detroit,Bus assets being depreciated,2016,1184871.0
MI,Detroit,Bus assets being depreciated,2017,1174036.0
MI,Detroit,Bus assets being depreciated,2018,1312059.0
MI,Detroit,Bus assets being depreciated,2019,1315359.0
MI,Detroit,Bus assets being depreciated,2020,1296149.0
MI,Detroit,Bus assets being depreciated,2021,1370427.0
MI,Detroit,Bus assets being depreciated,2022,1383686.982
MI,Detroit,Bus assets being depreciated,2023,1383179.0
MI,Detroit,Bus assets being depreciated,2024,1408815.0
MI,Detroit,Bus other assets,2017,1062342.0
MI,Detroit,Total Cost of TCA,2009,6977455.014
MI,Detroit,Total Cost of TCA,2010,7027260.0
MI,Detroit,Total Cost of TCA,2011,6852528.0
MI,Detroit,Total Cost of TCA,2012,6841991.0
MI,Detroit,Total Cost of TCA,2013,6712783.0
MI,Detroit,Total Cost of TCA,2014,6617589.0
MI,Detroit,Total Cost of TCA,2015,6613406.0
MI,Detroit,Total Cost of TCA,2016,2832760.0
MI,Detroit,Total Cost of TCA,2017,3915223.0
MI,Detroit,Total Cost of TCA,2018,2822920.0
MI,Detroit,Total Cost of TCA,2019,4673622.0
MI,Detroit,Total Cost of TCA,2020,2897635.0
MI,Detroit,Total Cost of TCA,2021,2933600.0
MI,Detroit,Total Cost of TCA,2022,2974886.0
MI,Detroit,Total Cost of TCA,2023,3047636.0
MI,Detroit,Total Cost of TCA,2024,3206384.0
MI,Detroit,Net Financial Position,2009,-6077359.0
MI,Detroit,Net Financial Position,2010,-6761777.0
MI,Detroit,Net Financial Position,2011,-6881527.0
MI,Detroit,Net Financial Position,2012,-7213883.0
MI,Detroit,Net Financial Position,2013,-7390960.0
MI,Detroit,Net Financial Position,2014,-6775561.0
MI,Detroit,Net Financial Position,2015,-9533373.0
MI,Detroit,Net Financial Position,2016,-1967923.0
MI,Detroit,Net Financial Position,2017,-2331082.0
MI,Detroit,Net Financial Position,2018,-3559991.0
MI,Detroit,Net Financial Position,2019,-2070302.0
MI,Detroit,Net Financial Position,2020,-2253409.0
MI,Detroit,Net Financial Position,2021,-2482673.0
MI,Detroit,Net Financial Position,2022,-2235585.0
MI,Detroit,Net Financial Position,2023,-1566262.0
MI,Detroit,Net Financial Position,2024,-1647768.0
MI,Detroit,Financial Assets-to-Liabilities,2009,0.3602371899
MI,Detroit,Financial Assets-to-Liabilities,2010,0.3309540621
MI,Detroit,Financial Assets-to-Liabilities,2011,0.315891816
MI,Detroit,Financial Assets-to-Liabilities,2012,0.3247432808
MI,Detroit,Financial Assets-to-Liabilities,2013,0.2953329739
MI,Detroit,Financial Assets-to-Liabilities,2014,0.3283641018
MI,Detroit,Financial Assets-to-Liabilities,2015,0.2211326476
MI,Detroit,Financial Assets-to-Liabilities,2016,0.5701670735
MI,Detroit,Financial Assets-to-Liabilities,2017,0.5423142221
MI,Detroit,Financial Assets-to-Liabilities,2018,0.2742621307
MI,Detroit,Financial Assets-to-Liabilities,2019,0.5971702517
MI,Detroit,Financial Assets-to-Liabilities,2020,0.584616034
MI,Detroit,Financial Assets-to-Liabilities,2021,0.6160075268
MI,Detroit,Financial Assets-to-Liabilities,2022,0.6640796802
MI,Detroit,Financial Assets-to-Liabilities,2023,0.745910962
MI,Detroit,Financial Assets-to-Liabilities,2024,0.7241600974
MI,Detroit,Assets-to-Liabilities,2009,1.094751623
MI,Detroit,Assets-to-Liabilities,2010,1.026231879
MI,Detroit,Assets-to-Liabilities,2011,1.007070797
MI,Detroit,Assets-to-Liabilities,2012,0.98876738
MI,Detroit,Assets-to-Liabilities,2013,0.9353413258
MI,Detroit,Assets-to-Liabilities,2014,1.018674789
MI,Detroit,Assets-to-Liabilities,2015,0.8304861901
MI,Detroit,Assets-to-Liabilities,2016,1.217227452
MI,Detroit,Assets-to-Liabilities,2017,1.159443006
MI,Detroit,Assets-to-Liabilities,2018,0.5955442436
MI,Detroit,Assets-to-Liabilities,2019,1.18878168
MI,Detroit,Assets-to-Liabilities,2020,1.155567992
MI,Detroit,Assets-to-Liabilities,2021,1.125971379
MI,Detroit,Assets-to-Liabilities,2022,1.125917022
MI,Detroit,Assets-to-Liabilities,2023,1.266120559
MI,Detroit,Assets-to-Liabilities,2024,1.313916693
MI,Detroit,Net Debt-to-Total Revenues,2009,2.353822945
MI,Detroit,Net Debt-to-Total Revenues,2010,2.793273203
MI,Detroit,Net Debt-to-Total Revenues,2011,2.782976412
MI,Detroit,Net Debt-to-Total Revenues,2012,3.133457301
MI,Detroit,Net Debt-to-Total Revenues,2013,3.408400639
MI,Detroit,Net Debt-to-Total Revenues,2014,2.900677054
MI,Detroit,Net Debt-to-Total Revenues,2015,4.066236586
MI,Detroit,Net Debt-to-Total Revenues,2016,0.9341888521
MI,Detroit,Net Debt-to-Total Revenues,2017,1.216517969
MI,Detroit,Net Debt-to-Total Revenues,2018,1.892666907
